metric_name,iteration,difficulty,duration_ns
TransactionValidation,1440,2,105.251µs
TransactionValidation,1441,2,104.832µs
TransactionValidation,1442,2,104.832µs
TransactionValidation,1443,2,103.645µs
TransactionValidation,1444,2,104.553µs
TransactionValidation,1445,2,340.687µs
TransactionValidation,1446,2,131.651µs
TransactionValidation,1447,2,133.048µs
TransactionValidation,1448,2,114.33µs
TransactionValidation,1449,2,113.562µs
TransactionValidation,1450,2,106.787µs
TransactionValidation,1451,2,117.124µs
TransactionValidation,1452,2,108.813µs
TransactionValidation,1453,2,107.137µs
TransactionValidation,1454,2,111.258µs
TransactionValidation,1455,2,106.229µs
TransactionValidation,1456,2,108.394µs
TransactionValidation,1457,2,114.889µs
TransactionValidation,1458,2,166.851µs
TransactionValidation,1459,2,157.492µs
TransactionValidation,1460,2,140.102µs
TransactionValidation,1461,2,123.271µs
TransactionValidation,1462,2,143.943µs
TransactionValidation,1463,2,144.852µs
TransactionValidation,1464,2,107.206µs
TransactionValidation,1465,2,106.718µs
TransactionValidation,1466,2,102.876µs
TransactionValidation,1467,2,108.045µs
TransactionValidation,1468,2,104.413µs
TransactionValidation,1469,2,129.207µs
TransactionValidation,1470,2,108.254µs
TransactionValidation,1471,2,104.763µs
TransactionValidation,1472,2,106.229µs
TransactionValidation,1473,2,125.296µs
TransactionValidation,1474,2,107.835µs
TransactionValidation,1475,2,110.559µs
TransactionValidation,1476,2,105.321µs
TransactionValidation,1477,2,108.744µs
TransactionValidation,1478,2,105.74µs
TransactionValidation,1479,2,106.788µs
TransactionValidation,1480,2,109.302µs
TransactionValidation,1481,2,107.067µs
TransactionValidation,1482,2,105.461µs
TransactionValidation,1483,2,108.324µs
TransactionValidation,1484,2,108.394µs
TransactionValidation,1485,2,103.854µs
TransactionValidation,1486,2,111.537µs
TransactionValidation,1487,2,132.21µs
TransactionValidation,1488,2,105.042µs
TransactionValidation,1489,2,106.718µs
TransactionValidation,1490,2,103.925µs
TransactionValidation,1491,2,102.457µs
TransactionValidation,1492,2,123.619µs
TransactionValidation,1493,2,134.794µs
TransactionValidation,1494,2,108.952µs
TransactionValidation,1495,2,104.762µs
TransactionValidation,1496,2,138.706µs
TransactionValidation,1497,2,108.464µs
TransactionValidation,1498,2,101.689µs
TransactionValidation,1499,2,101.061µs
TransactionValidation,1500,2,106.229µs
TransactionValidation,1501,2,118.731µs
TransactionValidation,1502,2,102.667µs
TransactionValidation,1503,2,107.695µs
TransactionValidation,1504,2,103.086µs
TransactionValidation,1505,2,100.292µs
TransactionValidation,1506,2,116.286µs
TransactionValidation,1507,2,120.476µs
TransactionValidation,1508,2,102.947µs
TransactionValidation,1509,2,114.47µs
TransactionValidation,1510,2,139.544µs
TransactionValidation,1511,2,103.366µs
TransactionValidation,1512,2,108.953µs
TransactionValidation,1513,2,101.479µs
TransactionValidation,1514,2,100.572µs
TransactionValidation,1515,2,99.734µs
TransactionValidation,1516,2,103.365µs
TransactionValidation,1517,2,119.498µs
TransactionValidation,1518,2,152.115µs
TransactionValidation,1519,2,153.511µs
TransactionValidation,1520,2,106.578µs
TransactionValidation,1521,2,101.479µs
TransactionValidation,1522,2,107.835µs
TransactionValidation,1523,2,122.153µs
TransactionValidation,1524,2,139.683µs
TransactionValidation,1525,2,102.597µs
TransactionValidation,1526,2,100.223µs
TransactionValidation,1527,2,104.972µs
TransactionValidation,1528,2,130.603µs
TransactionValidation,1529,2,115.448µs
TransactionValidation,1530,2,101.2µs
TransactionValidation,1531,2,103.156µs
TransactionValidation,1532,2,107.626µs
TransactionValidation,1533,2,101.899µs
TransactionValidation,1534,2,102.598µs
TransactionValidation,1535,2,100.013µs
TransactionValidation,1536,2,106.229µs
TransactionValidation,1537,2,101.549µs
TransactionValidation,1538,2,100.642µs
TransactionValidation,1539,2,108.114µs
TransactionValidation,1540,2,100.991µs
TransactionValidation,1541,2,108.813µs
TransactionValidation,1542,2,100.502µs
TransactionValidation,1543,2,193.74µs
TransactionValidation,1544,2,102.528µs
TransactionValidation,1545,2,106.578µs
TransactionValidation,1546,2,104.622µs
TransactionValidation,1547,2,107.835µs
TransactionValidation,1548,2,98.826µs
TransactionValidation,1549,2,102.528µs
TransactionValidation,1550,2,99.594µs
TransactionValidation,1551,2,98.267µs
TransactionValidation,1552,2,98.756µs
TransactionValidation,1553,2,118.032µs
TransactionValidation,1554,2,99.314µs
TransactionValidation,1555,2,99.664µs
TransactionValidation,1556,2,99.733µs
TransactionValidation,1557,2,100.711µs
TransactionValidation,1558,2,111.886µs
TransactionValidation,1559,2,100.153µs
TransactionValidation,1560,2,99.733µs
TransactionValidation,1561,2,100.082µs
TransactionValidation,1562,2,103.156µs
TransactionValidation,1563,2,119.708µs
TransactionValidation,1564,2,100.362µs
TransactionValidation,1565,2,98.826µs
TransactionValidation,1566,2,100.641µs
TransactionValidation,1567,2,98.337µs
TransactionValidation,1568,2,100.781µs
TransactionValidation,1569,2,99.943µs
TransactionValidation,1570,2,102.178µs
TransactionValidation,1571,2,98.686µs
TransactionValidation,1572,2,104.832µs
TransactionValidation,1573,2,100.013µs
TransactionValidation,1574,2,103.365µs
TransactionValidation,1575,2,98.756µs
TransactionValidation,1576,2,100.851µs
TransactionValidation,1577,2,97.708µs
TransactionValidation,1578,2,194.648µs
TransactionValidation,1579,2,99.733µs
TransactionValidation,1580,2,103.645µs
TransactionValidation,1581,2,102.317µs
TransactionValidation,1582,2,98.058µs
TransactionValidation,1583,2,120.616µs
TransactionValidation,1584,2,100.013µs
TransactionValidation,1585,2,98.896µs
TransactionValidation,1586,2,140.172µs
TransactionValidation,1587,2,147.366µs
TransactionValidation,1588,2,127.809µs
TransactionValidation,1589,2,98.825µs
TransactionValidation,1590,2,100.921µs
TransactionValidation,1591,2,96.381µs
TransactionValidation,1592,2,141.569µs
TransactionValidation,1593,2,101.689µs
TransactionValidation,1594,2,125.436µs
TransactionValidation,1595,2,98.337µs
TransactionValidation,1596,2,99.245µs
TransactionValidation,1597,2,99.175µs
TransactionValidation,1598,2,99.664µs
TransactionValidation,1599,2,99.524µs
TransactionValidation,1600,2,112.166µs
TransactionValidation,1601,2,98.686µs
TransactionValidation,1602,2,99.105µs
TransactionValidation,1603,2,97.918µs
TransactionValidation,1604,2,98.267µs
TransactionValidation,1605,2,97.848µs
TransactionValidation,1606,2,98.826µs
TransactionValidation,1607,2,120.617µs
TransactionValidation,1608,2,97.778µs
TransactionValidation,1609,2,96.8µs
TransactionValidation,1610,2,98.267µs
TransactionValidation,1611,2,97.15µs
TransactionValidation,1612,2,153.162µs
TransactionValidation,1613,2,98.686µs
TransactionValidation,1614,2,98.336µs
TransactionValidation,1615,2,98.965µs
TransactionValidation,1616,2,97.778µs
TransactionValidation,1617,2,113.003µs
TransactionValidation,1618,2,98.476µs
TransactionValidation,1619,2,102.667µs
TransactionValidation,1620,2,100.712µs
TransactionValidation,1621,2,398.585µs
TransactionValidation,1622,2,110.559µs
TransactionValidation,1623,2,98.686µs
TransactionValidation,1624,2,100.292µs
TransactionValidation,1625,2,117.543µs
TransactionValidation,1626,2,98.686µs
TransactionValidation,1627,2,99.594µs
TransactionValidation,1628,2,99.315µs
TransactionValidation,1629,2,99.664µs
TransactionValidation,1630,2,97.779µs
TransactionValidation,1631,2,99.385µs
TransactionValidation,1632,2,98.267µs
TransactionValidation,1633,2,96.8µs
TransactionValidation,1634,2,98.476µs
TransactionValidation,1635,2,98.826µs
TransactionValidation,1636,2,115.029µs
TransactionValidation,1637,2,97.289µs
TransactionValidation,1638,2,99.105µs
TransactionValidation,1639,2,100.153µs
TransactionValidation,1640,2,98.825µs
TransactionValidation,1641,2,122.292µs
TransactionValidation,1642,2,100.781µs
TransactionValidation,1643,2,97.708µs
TransactionValidation,1644,2,96.381µs
TransactionValidation,1645,2,95.474µs
TransactionValidation,1646,2,96.801µs
TransactionValidation,1647,2,97.359µs
TransactionValidation,1648,2,96.311µs
TransactionValidation,1649,2,97.219µs
TransactionValidation,1650,2,95.752µs
TransactionValidation,1651,2,96.451µs
TransactionValidation,1652,2,96.381µs
TransactionValidation,1653,2,96.102µs
TransactionValidation,1654,2,96.382µs
TransactionValidation,1655,2,95.264µs
TransactionValidation,1656,2,97.568µs
TransactionValidation,1657,2,144.851µs
TransactionValidation,1658,2,105.321µs
TransactionValidation,1659,2,98.756µs
TransactionValidation,1660,2,97.149µs
TransactionValidation,1661,2,96.242µs
TransactionValidation,1662,2,112.585µs
TransactionValidation,1663,2,96.8µs
TransactionValidation,1664,2,111.328µs
TransactionValidation,1665,2,94.425µs
TransactionValidation,1666,2,94.426µs
TransactionValidation,1667,2,125.086µs
TransactionValidation,1668,2,92.54µs
TransactionValidation,1669,2,92.54µs
TransactionValidation,1670,2,98.617µs
TransactionValidation,1671,2,95.683µs
TransactionValidation,1672,2,92.051µs
TransactionValidation,1673,2,98.127µs
TransactionValidation,1674,2,98.057µs
TransactionValidation,1675,2,96.94µs
TransactionValidation,1676,2,103.435µs
TransactionValidation,1677,2,98.756µs
TransactionValidation,1678,2,102.178µs
TransactionValidation,1679,2,97.848µs
TransactionValidation,1680,2,97.359µs
TransactionValidation,1681,2,96.801µs
TransactionValidation,1682,2,96.8µs
TransactionValidation,1683,2,97.149µs
TransactionValidation,1684,2,95.823µs
TransactionValidation,1685,2,101.34µs
TransactionValidation,1686,2,95.054µs
TransactionValidation,1687,2,111.886µs
TransactionValidation,1688,2,110.56µs
TransactionValidation,1689,2,98.965µs
TransactionValidation,1690,2,97.778µs
TransactionValidation,1691,2,95.893µs
TransactionValidation,1692,2,97.289µs
TransactionValidation,1693,2,132.001µs
TransactionValidation,1694,2,95.893µs
TransactionValidation,1695,2,98.127µs
TransactionValidation,1696,2,97.289µs
TransactionValidation,1697,2,95.892µs
TransactionValidation,1698,2,113.073µs
TransactionValidation,1699,2,97.359µs
TransactionValidation,1700,2,99.944µs
TransactionValidation,1701,2,100.712µs
TransactionValidation,1702,2,96.73µs
TransactionValidation,1703,2,94.844µs
TransactionValidation,1704,2,131.442µs
TransactionValidation,1705,2,103.156µs
TransactionValidation,1706,2,94.915µs
TransactionValidation,1707,2,125.854µs
TransactionValidation,1708,2,161.613µs
TransactionValidation,1709,2,130.115µs
TransactionValidation,1710,2,96.87µs
TransactionValidation,1711,2,92.959µs
TransactionValidation,1712,2,94.286µs
TransactionValidation,1713,2,114.82µs
TransactionValidation,1714,2,94.914µs
TransactionValidation,1715,2,97.01µs
TransactionValidation,1716,2,99.245µs
TransactionValidation,1717,2,93.937µs
TransactionValidation,1718,2,114.75µs
TransactionValidation,1719,2,94.844µs
TransactionValidation,1720,2,94.425µs
TransactionValidation,1721,2,94.635µs
TransactionValidation,1722,2,93.727µs
TransactionValidation,1723,2,93.518µs
TransactionValidation,1724,2,95.823µs
TransactionValidation,1725,2,122.991µs
TransactionValidation,1726,2,94.426µs
TransactionValidation,1727,2,96.311µs
TransactionValidation,1728,2,94.286µs
TransactionValidation,1729,2,100.222µs
TransactionValidation,1730,2,93.518µs
TransactionValidation,1731,2,93.937µs
TransactionValidation,1732,2,95.124µs
TransactionValidation,1733,2,99.244µs
TransactionValidation,1734,2,96.381µs
TransactionValidation,1735,2,94.425µs
TransactionValidation,1736,2,93.937µs
TransactionValidation,1737,2,94.915µs
TransactionValidation,1738,2,96.87µs
TransactionValidation,1739,2,108.464µs
TransactionValidation,1740,2,97.847µs
TransactionValidation,1741,2,101.479µs
TransactionValidation,1742,2,103.086µs
TransactionValidation,1743,2,100.642µs
TransactionValidation,1744,2,94.984µs
TransactionValidation,1745,2,101.061µs
TransactionValidation,1746,2,95.893µs
TransactionValidation,1747,2,104.762µs
TransactionValidation,1748,2,102.947µs
TransactionValidation,1749,2,100.572µs
TransactionValidation,1750,2,97.429µs
TransactionValidation,1751,2,97.848µs
TransactionValidation,1752,2,96.731µs
TransactionValidation,1753,2,95.334µs
TransactionValidation,1754,2,113.143µs
TransactionValidation,1755,2,101.27µs
TransactionValidation,1756,2,97.779µs
TransactionValidation,1757,2,95.404µs
TransactionValidation,1758,2,100.991µs
TransactionValidation,1759,2,100.013µs
TransactionValidation,1760,2,126.762µs
TransactionValidation,1761,2,95.404µs
TransactionValidation,1762,2,96.102µs
TransactionValidation,1763,2,99.594µs
TransactionValidation,1764,2,105.39µs
TransactionValidation,1765,2,113.842µs
TransactionValidation,1766,2,97.359µs
TransactionValidation,1767,2,97.29µs
TransactionValidation,1768,2,98.756µs
TransactionValidation,1769,2,96.591µs
TransactionValidation,1770,2,117.194µs
TransactionValidation,1771,2,101.2µs
TransactionValidation,1772,2,99.804µs
TransactionValidation,1773,2,96.381µs
TransactionValidation,1774,2,97.848µs
TransactionValidation,1775,2,96.312µs
TransactionValidation,1776,2,101.41µs
TransactionValidation,1777,2,97.778µs
TransactionValidation,1778,2,95.404µs
TransactionValidation,1779,2,103.505µs
TransactionValidation,1780,2,101.48µs
TransactionValidation,1781,2,100.711µs
TransactionValidation,1782,2,97.289µs
TransactionValidation,1783,2,98.267µs
TransactionValidation,1784,2,97.429µs
TransactionValidation,1785,2,95.892µs
TransactionValidation,1786,2,98.756µs
TransactionValidation,1787,2,97.08µs
TransactionValidation,1788,2,94.565µs
TransactionValidation,1789,2,95.403µs
TransactionValidation,1790,2,94.426µs
TransactionValidation,1791,2,129.556µs
TransactionValidation,1792,2,118.731µs
TransactionValidation,1793,2,116.985µs
TransactionValidation,1794,2,113.073µs
TransactionValidation,1795,2,98.127µs
TransactionValidation,1796,2,100.153µs
TransactionValidation,1797,2,287.957µs
TransactionValidation,1798,2,262.535µs
TransactionValidation,1799,2,99.175µs
TransactionValidation,1800,2,99.803µs
TransactionValidation,1801,2,95.264µs
TransactionValidation,1802,2,99.175µs
TransactionValidation,1803,2,101.41µs
TransactionValidation,1804,2,95.194µs
TransactionValidation,1805,2,99.245µs
TransactionValidation,1806,2,93.937µs
TransactionValidation,1807,2,95.613µs
TransactionValidation,1808,2,94.287µs
TransactionValidation,1809,2,94.006µs
TransactionValidation,1810,2,105.391µs
TransactionValidation,1811,2,101.2µs
TransactionValidation,1812,2,100.153µs
TransactionValidation,1813,2,101.2µs
TransactionValidation,1814,2,127.601µs
TransactionValidation,1815,2,97.568µs
TransactionValidation,1816,2,106.997µs
TransactionValidation,1817,2,96.311µs
TransactionValidation,1818,2,101.759µs
TransactionValidation,1819,2,108.394µs
TransactionValidation,1820,2,96.871µs
TransactionValidation,1821,2,95.893µs
TransactionValidation,1822,2,96.87µs
TransactionValidation,1823,2,96.87µs
TransactionValidation,1824,2,114.121µs
TransactionValidation,1825,2,100.921µs
TransactionValidation,1826,2,96.102µs
TransactionValidation,1827,2,96.242µs
TransactionValidation,1828,2,97.568µs
TransactionValidation,1829,2,99.315µs
TransactionValidation,1830,2,98.546µs
TransactionValidation,1831,2,96.801µs
TransactionValidation,1832,2,97.29µs
TransactionValidation,1833,2,98.267µs
TransactionValidation,1834,2,97.848µs
TransactionValidation,1835,2,102.946µs
TransactionValidation,1836,2,98.198µs
TransactionValidation,1837,2,96.731µs
TransactionValidation,1838,2,97.289µs
TransactionValidation,1839,2,98.337µs
TransactionValidation,1840,2,116.496µs
TransactionValidation,1841,2,101.201µs
TransactionValidation,1842,2,97.29µs
TransactionValidation,1843,2,96.312µs
TransactionValidation,1844,2,95.962µs
TransactionValidation,1845,2,111.676µs
TransactionValidation,1846,2,106.788µs
TransactionValidation,1847,2,110.629µs
TransactionValidation,1848,2,108.673µs
TransactionValidation,1849,2,93.937µs
TransactionValidation,1850,2,108.254µs
TransactionValidation,1851,2,92.68µs
TransactionValidation,1852,2,119.708µs
TransactionValidation,1853,2,142.407µs
TransactionValidation,1854,2,96.032µs
TransactionValidation,1855,2,97.08µs
TransactionValidation,1856,2,94.426µs
TransactionValidation,1857,2,93.518µs
TransactionValidation,1858,2,111.886µs
TransactionValidation,1859,2,113.423µs
TransactionValidation,1860,2,107.207µs
TransactionValidation,1861,2,95.403µs
TransactionValidation,1862,2,93.378µs
TransactionValidation,1863,2,93.308µs
TransactionValidation,1864,2,93.448µs
TransactionValidation,1865,2,100.502µs
TransactionValidation,1866,2,108.254µs
TransactionValidation,1867,2,94.007µs
TransactionValidation,1868,2,93.518µs
TransactionValidation,1869,2,94.425µs
TransactionValidation,1870,2,99.315µs
TransactionValidation,1871,2,94.426µs
TransactionValidation,1872,2,97.359µs
TransactionValidation,1873,2,97.01µs
TransactionValidation,1874,2,94.915µs
TransactionValidation,1875,2,116.845µs
TransactionValidation,1876,2,106.648µs
TransactionValidation,1877,2,101.27µs
TransactionValidation,1878,2,95.264µs
TransactionValidation,1879,2,94.006µs
TransactionValidation,1880,2,125.436µs
TransactionValidation,1881,2,98.057µs
TransactionValidation,1882,2,94.914µs
TransactionValidation,1883,2,93.308µs
TransactionValidation,1884,2,94.985µs
TransactionValidation,1885,2,92.54µs
TransactionValidation,1886,2,108.883µs
TransactionValidation,1887,2,92.609µs
TransactionValidation,1888,2,93.937µs
TransactionValidation,1889,2,94.915µs
TransactionValidation,1890,2,94.146µs
TransactionValidation,1891,2,108.184µs
TransactionValidation,1892,2,94.915µs
TransactionValidation,1893,2,96.521µs
TransactionValidation,1894,2,94.007µs
TransactionValidation,1895,2,96.381µs
TransactionValidation,1896,2,94.077µs
TransactionValidation,1897,2,112.515µs
TransactionValidation,1898,2,96.382µs
TransactionValidation,1899,2,92.889µs
TransactionValidation,1900,2,95.054µs
TransactionValidation,1901,2,93.937µs
TransactionValidation,1902,2,122.083µs
TransactionValidation,1903,2,95.823µs
TransactionValidation,1904,2,94.426µs
TransactionValidation,1905,2,103.575µs
TransactionValidation,1906,2,103.086µs
TransactionValidation,1907,2,112.235µs
TransactionValidation,1908,2,119.849µs
TransactionValidation,1909,2,101.48µs
TransactionValidation,1910,2,100.083µs
TransactionValidation,1911,2,93.936µs
TransactionValidation,1912,2,95.753µs
TransactionValidation,1913,2,93.448µs
TransactionValidation,1914,2,95.194µs
TransactionValidation,1915,2,95.194µs
TransactionValidation,1916,2,94.007µs
TransactionValidation,1917,2,96.311µs
TransactionValidation,1918,2,96.382µs
TransactionValidation,1919,2,94.425µs
TransactionValidation,1920,2,95.892µs
TransactionValidation,1921,2,95.473µs
TransactionValidation,1922,2,94.775µs
TransactionValidation,1923,2,118.8µs
TransactionValidation,1924,2,93.937µs
TransactionValidation,1925,2,95.822µs
TransactionValidation,1926,2,94.426µs
TransactionValidation,1927,2,92.959µs
TransactionValidation,1928,2,98.267µs
TransactionValidation,1929,2,107.347µs
TransactionValidation,1930,2,114.051µs
TransactionValidation,1931,2,105.042µs
TransactionValidation,1932,2,132.56µs
TransactionValidation,1933,2,137.658µs
TransactionValidation,1934,2,96.102µs
TransactionValidation,1935,2,92.959µs
TransactionValidation,1936,2,96.871µs
TransactionValidation,1937,2,92.61µs
TransactionValidation,1938,2,129.835µs
TransactionValidation,1939,2,99.245µs
TransactionValidation,1940,2,105.112µs
TransactionValidation,1941,2,94.217µs
TransactionValidation,1942,2,93.378µs
TransactionValidation,1943,2,96.87µs
TransactionValidation,1944,2,100.851µs
TransactionValidation,1945,2,99.804µs
TransactionValidation,1946,2,99.315µs
TransactionValidation,1947,2,94.915µs
TransactionValidation,1948,2,95.194µs
TransactionValidation,1949,2,94.845µs
TransactionValidation,1950,2,93.518µs
TransactionValidation,1951,2,102.318µs
TransactionValidation,1952,2,94.845µs
TransactionValidation,1953,2,94.985µs
TransactionValidation,1954,2,112.375µs
TransactionValidation,1955,2,94.566µs
TransactionValidation,1956,2,98.617µs
TransactionValidation,1957,2,97.149µs
TransactionValidation,1958,2,97.568µs
TransactionValidation,1959,2,93.797µs
TransactionValidation,1960,2,94.007µs
TransactionValidation,1961,2,96.382µs
TransactionValidation,1962,2,98.826µs
TransactionValidation,1963,2,94.287µs
TransactionValidation,1964,2,94.426µs
TransactionValidation,1965,2,94.286µs
TransactionValidation,1966,2,115.867µs
TransactionValidation,1967,2,93.029µs
TransactionValidation,1968,2,94.915µs
TransactionValidation,1969,2,92.401µs
TransactionValidation,1970,2,95.892µs
TransactionValidation,1971,2,91.772µs
TransactionValidation,1972,2,93.099µs
TransactionValidation,1973,2,119.709µs
TransactionValidation,1974,2,98.686µs
TransactionValidation,1975,2,98.756µs
TransactionValidation,1976,2,92.959µs
TransactionValidation,1977,2,92.051µs
TransactionValidation,1978,2,98.127µs
TransactionValidation,1979,2,93.518µs
TransactionValidation,1980,2,94.425µs
TransactionValidation,1981,2,93.168µs
TransactionValidation,1982,2,93.797µs
TransactionValidation,1983,2,95.334µs
TransactionValidation,1984,2,94.006µs
TransactionValidation,1985,2,93.587µs
TransactionValidation,1986,2,92.959µs
TransactionValidation,1987,2,93.448µs
TransactionValidation,1988,2,92.75µs
TransactionValidation,1989,2,110.979µs
TransactionValidation,1990,2,95.822µs
TransactionValidation,1991,2,94.985µs
TransactionValidation,1992,2,111.956µs
TransactionValidation,1993,2,97.778µs
TransactionValidation,1994,2,93.517µs
TransactionValidation,1995,2,97.639µs
TransactionValidation,1996,2,91.562µs
TransactionValidation,1997,2,93.448µs
TransactionValidation,1998,2,94.076µs
TransactionValidation,1999,2,163.638µs
TransactionValidation,2000,2,187.804µs
TransactionValidation,2001,2,95.403µs
TransactionValidation,2002,2,92.959µs
TransactionValidation,2003,2,113.772µs
TransactionValidation,2004,2,106.159µs
TransactionValidation,2005,2,92.959µs
TransactionValidation,2006,2,102.877µs
TransactionValidation,2007,2,93.587µs
TransactionValidation,2008,2,93.448µs
TransactionValidation,2009,2,92.959µs
TransactionValidation,2010,2,98.057µs
TransactionValidation,2011,2,97.499µs
TransactionValidation,2012,2,92.959µs
TransactionValidation,2013,2,92.54µs
TransactionValidation,2014,2,98.337µs
TransactionValidation,2015,2,92.959µs
TransactionValidation,2016,2,94.426µs
TransactionValidation,2017,2,99.245µs
TransactionValidation,2018,2,93.727µs
TransactionValidation,2019,2,109.721µs
TransactionValidation,2020,2,93.029µs
TransactionValidation,2021,2,92.47µs
TransactionValidation,2022,2,94.007µs
TransactionValidation,2023,2,99.315µs
TransactionValidation,2024,2,99.314µs
TransactionValidation,2025,2,93.658µs
TransactionValidation,2026,2,93.867µs
TransactionValidation,2027,2,92.749µs
TransactionValidation,2028,2,98.128µs
TransactionValidation,2029,2,96.311µs
TransactionValidation,2030,2,108.464µs
TransactionValidation,2031,2,92.75µs
TransactionValidation,2032,2,111.397µs
TransactionValidation,2033,2,97.29µs
TransactionValidation,2034,2,94.915µs
TransactionValidation,2035,2,105.461µs
TransactionValidation,2036,2,93.448µs
TransactionValidation,2037,2,98.686µs
TransactionValidation,2038,2,100.013µs
TransactionValidation,2039,2,99.524µs
TransactionValidation,2040,2,108.255µs
TransactionValidation,2041,2,93.937µs
TransactionValidation,2042,2,94.147µs
TransactionValidation,2043,2,94.914µs
TransactionValidation,2044,2,87.721µs
TransactionValidation,2045,2,93.587µs
TransactionValidation,2046,2,100.013µs
TransactionValidation,2047,2,99.245µs
TransactionValidation,2048,2,97.289µs
TransactionValidation,2049,2,96.59µs
TransactionValidation,2050,2,98.337µs
TransactionValidation,2051,2,108.325µs
TransactionValidation,2052,2,94.077µs
TransactionValidation,2053,2,93.517µs
TransactionValidation,2054,2,93.448µs
TransactionValidation,2055,2,92.4µs
TransactionValidation,2056,2,96.871µs
TransactionValidation,2057,2,96.311µs
TransactionValidation,2058,2,93.657µs
TransactionValidation,2059,2,120.128µs
TransactionValidation,2060,2,134.794µs
TransactionValidation,2061,2,156.445µs
TransactionValidation,2062,2,149.042µs
TransactionValidation,2063,2,145.968µs
TransactionValidation,2064,2,124.038µs
TransactionValidation,2065,2,92.47µs
TransactionValidation,2066,2,89.746µs
TransactionValidation,2067,2,99.594µs
TransactionValidation,2068,2,92.471µs
TransactionValidation,2069,2,93.797µs
TransactionValidation,2070,2,104.902µs
TransactionValidation,2071,2,95.473µs
TransactionValidation,2072,2,98.337µs
TransactionValidation,2073,2,98.476µs
TransactionValidation,2074,2,94.915µs
TransactionValidation,2075,2,118.382µs
TransactionValidation,2076,2,97.918µs
TransactionValidation,2077,2,96.8µs
TransactionValidation,2078,2,93.518µs
TransactionValidation,2079,2,92.749µs
TransactionValidation,2080,2,94.915µs
TransactionValidation,2081,2,95.404µs
TransactionValidation,2082,2,93.239µs
TransactionValidation,2083,2,96.451µs
TransactionValidation,2084,2,94.425µs
TransactionValidation,2085,2,92.47µs
TransactionValidation,2086,2,110.42µs
TransactionValidation,2087,2,96.311µs
TransactionValidation,2088,2,110.14µs
TransactionValidation,2089,2,139.543µs
TransactionValidation,2090,2,140.381µs
TransactionValidation,2091,2,100.082µs
TransactionValidation,2092,2,93.238µs
TransactionValidation,2093,2,94.914µs
TransactionValidation,2094,2,96.8µs
TransactionValidation,2095,2,94.076µs
TransactionValidation,2096,2,91.003µs
TransactionValidation,2097,2,95.892µs
TransactionValidation,2098,2,101.41µs
TransactionValidation,2099,2,106.858µs
TransactionValidation,2100,2,94.216µs
TransactionValidation,2101,2,96.8µs
TransactionValidation,2102,2,94.426µs
TransactionValidation,2103,2,93.308µs
TransactionValidation,2104,2,92.959µs
TransactionValidation,2105,2,93.518µs
TransactionValidation,2106,2,99.454µs
TransactionValidation,2107,2,98.547µs
TransactionValidation,2108,2,94.425µs
TransactionValidation,2109,2,94.915µs
TransactionValidation,2110,2,92.261µs
TransactionValidation,2111,2,111.886µs
TransactionValidation,2112,2,94.426µs
TransactionValidation,2113,2,94.286µs
TransactionValidation,2114,2,97.289µs
TransactionValidation,2115,2,92.051µs
TransactionValidation,2116,2,91.213µs
TransactionValidation,2117,2,94.217µs
TransactionValidation,2118,2,96.801µs
TransactionValidation,2119,2,93.448µs
TransactionValidation,2120,2,93.238µs
TransactionValidation,2121,2,93.448µs
TransactionValidation,2122,2,112.585µs
TransactionValidation,2123,2,94.077µs
TransactionValidation,2124,2,95.403µs
TransactionValidation,2125,2,122.083µs
TransactionValidation,2126,2,149.811µs
TransactionValidation,2127,2,199.676µs
TransactionValidation,2128,2,139.543µs
TransactionValidation,2129,2,143.874µs
TransactionValidation,2130,2,107.556µs
TransactionValidation,2131,2,157.912µs
TransactionValidation,2132,2,98.756µs
TransactionValidation,2133,2,97.429µs
TransactionValidation,2134,2,117.682µs
TransactionValidation,2135,2,97.359µs
TransactionValidation,2136,2,93.518µs
TransactionValidation,2137,2,92.959µs
TransactionValidation,2138,2,95.893µs
TransactionValidation,2139,2,115.867µs
TransactionValidation,2140,2,353.538µs
TransactionValidation,2141,2,95.892µs
TransactionValidation,2142,2,129.695µs
TransactionValidation,2143,2,101.27µs
TransactionValidation,2144,2,94.705µs
TransactionValidation,2145,2,94.426µs
TransactionValidation,2146,2,94.845µs
TransactionValidation,2147,2,110.699µs
TransactionValidation,2148,2,95.264µs
TransactionValidation,2149,2,93.518µs
TransactionValidation,2150,2,94.635µs
TransactionValidation,2151,2,93.518µs
TransactionValidation,2152,2,93.518µs
TransactionValidation,2153,2,95.892µs
TransactionValidation,2154,2,94.007µs
TransactionValidation,2155,2,93.937µs
TransactionValidation,2156,2,92.68µs
TransactionValidation,2157,2,98.826µs
TransactionValidation,2158,2,112.166µs
TransactionValidation,2159,2,94.216µs
TransactionValidation,2160,2,93.588µs
TransactionValidation,2161,2,93.518µs
TransactionValidation,2162,2,97.779µs
TransactionValidation,2163,2,115.378µs
TransactionValidation,2164,2,126.064µs
TransactionValidation,2165,2,143.175µs
TransactionValidation,2166,2,95.613µs
TransactionValidation,2167,2,93.937µs
TransactionValidation,2168,2,146.528µs
TransactionValidation,2169,2,94.216µs
TransactionValidation,2170,2,92.679µs
TransactionValidation,2171,2,100.153µs
TransactionValidation,2172,2,94.496µs
TransactionValidation,2173,2,122.921µs
TransactionValidation,2174,2,95.403µs
